Label,area_0,area_1,area_2,area_3,area_4
1,5.5,33.5,267.5,4,35
1,219.5,48,13605.5,0,0
1,56.5,374,4843,9598.5,0
1,152.5,15444.5,0,0,0
1,169,133,13294,0,0
1,1261,13508,0,0,0
1,186,17382.5,0,0,0
1,182,15998,0,0,0
1,190,127,16682,0,0
1,354.5,1412.5,12265,0,0
1,177,10198.5,0,0,0
1,2,243,10055,0,0
1,14474,0,0,0,0
1,290.5,13976,0,0,0
1,179,9175,0,0,0
1,11,9416.5,0,0,0
1,29.5,168,12876,0,0
1,40.5,13007.5,0,0,0
1,148.5,15155,0,0,0
1,138.5,19037.5,0,0,0
1,73.5,175.5,15533,0,0
1,185,10476,0,0,0
1,168,10428.5,0,0,0
1,240,16038,0,0,0
1,659,180.5,127.5,17547,0
1,116,17949,0,0,0
1,72.5,107.5,13695,0,0
1,12698,0,0,0,0
1,351,12445,0,0,0
1,16.5,18246.5,0,0,0
1,190.5,16481,0,0,0
1,87,4,45,11079,0
1,149.5,161.5,14348.5,0,0
1,152.5,19.5,22.5,12981,0
1,71,14727.5,0,0,0
1,133.5,14675.5,0,0,0
1,14013.5,0,0,0,0
1,171,164.5,16227.5,0,0
1,145,213,10420.5,0,0
1,153.5,9528,0,0,0
1,60.5,7,24.5,42.5,26.5
1,37,26.5,13.5,151,11226
1,826,12193.5,0,0,0
1,25,28.5,11961,0,0
1,192.5,17,15089,0,0
1,154,11069.5,0,0,0
1,15496,0,0,0,0
1,0,15276.5,0,0,0
1,189,13273,0,0,0
1,25.5,7202.5,0,0,0
1,24.5,260.5,92,103,10475.5
1,4756.5,9577.5,0,0,0
1,59.5,202,120.5,288.5,25
1,52,166,16052.5,0,0
1,36,32,2,100.5,87
1,93,11318,0,0,0
1,8.5,56.5,13770,0,0
1,0,330.5,3033.5,0,0
1,8247.5,0,0,0,0
1,212.5,77.5,10440,0,0
1,212.5,11601,0,0,0
1,113.5,148,62,10891,0
1,204,9289.5,0,0,0
1,263.5,5.5,181.5,13124.5,0
1,9449.5,0,0,0,0
1,206,62.5,13568,0,0
1,291.5,8.5,11216.5,0,0
1,133.5,8727,0,0,0
1,166.5,8,240.5,218,12605.5
1,179,36.5,15137.5,0,0
1,645,719,15257.5,0,0
1,74.5,163.5,150,11422.5,0
1,7.5,0,0,0,1238
1,9892,0,0,0,0
1,27,9082.5,0,0,0
1,155.5,13957,0,0,0
1,474.5,13677,0,0,0
1,179,83,10828,0,0
1,205,191.5,29.5,13548.5,0
1,5514,8856,0,0,0
1,149,24,12223.5,0,0
1,421,5.5,10783,0,0
1,6490.5,0,0,0,0
1,16,2,12029.5,0,0
1,14329,0,0,0,0
1,5335.5,0,0,0,0
1,120.5,66,11617.5,0,0
1,189,9448.5,0,0,0
1,11.5,7,258.5,15461.5,0
1,205,12689.5,0,0,0
1,15,93.5,70,13981.5,0
1,9.5,847.5,19,46.5,20
1,194,298,14869,0,0
1,101.5,114,4,7.5,1
1,10.5,8711,0,0,0
1,0.5,0,476.5,0,0
1,108.5,12930.5,0,0,0
1,69,412.5,13300.5,0,0
1,67,12231.5,0,0,0
1,98.5,132,13274.5,0,0
1,13.5,215.5,16237,0,0
1,0,0,6,5,125.5
1,86,12040,0,0,0
1,280,17034,0,0,0
1,34.5,48,128,32,112
1,213,57,11505.5,0,0
1,175,9283,0,0,0
1,297.5,7881.5,0,0,0
1,41,15678.5,0,0,0
1,18,20.5,15,519,88.5
1,278.5,38,37.5,171.5,8
1,15,11,8774.5,0,0
1,85,15355.5,0,0,0
1,160,184,26469.5,0,0
1,200.5,4,10830,0,0
1,471.5,134,4535.5,0,0
1,38,12.5,401.5,16401.5,0
1,452,16371.5,0,0,0
1,68,15838.5,0,0,0
1,20.5,75,7,12593.5,0
1,5.5,83.5,15082.5,0,0
1,187,11251,0,0,0
1,39,341.5,115.5,387.5,605.5
1,204,10,274,61,249.5
1,2,12,0,10,1183
1,11.5,102,13493,0,0
1,157.5,12204,0,0,0
1,163,14698.5,0,0,0
1,30.5,44,21,372.5,0
1,149,15552.5,0,0,0
1,75.5,14778.5,0,0,0
1,12102.5,0,0,0,0
1,2,157.5,13488.5,0,0
1,13125.5,0,0,0,0
1,203.5,17.5,17.5,14805.5,0
1,82,12661,0,0,0
1,875,10,132,8603,0
1,102.5,9987,0,0,0
1,226.5,11881,0,0,0
1,75,31.5,113,7281,0
1,21,421,176.5,16033,0
1,104.5,175,14343.5,0,0
1,176,13395,0,0,0
1,123.5,11228,0,0,0
1,56.5,59,44,12622,0
1,21828.5,0,0,0,0
1,329,11536.5,0,0,0
1,487,6842.5,0,0,0
1,1,23.5,3.5,12512.5,0
1,5.5,14354.5,0,0,0
1,83.5,29.5,7491.5,0,0
1,128,602,10802,0,0
1,8,43.5,49.5,15,251
1,160.5,12614,0,0,0
1,256.5,32,11131,0,0
1,203,13874.5,0,0,0
1,76.5,188,20239.5,0,0
1,17445,0,0,0,0
1,296.5,10556.5,0,0,0
1,183.5,13922,0,0,0
1,223.5,18322.5,0,0,0
1,76.5,260.5,9648.5,0,0
1,20,80,9191.5,0,0
1,36,16752.5,0,0,0
1,283,54.5,11837.5,0,0
1,88,11005,0,0,0
1,58,175.5,8376.5,0,0
1,73,272,1681.5,13245,0
1,5847.5,0,0,0,0
1,215.5,68,7143,0,0
1,7456.5,1,0,0,0
1,53,363,12747.5,156,0
1,6884,9403,0,0,0
1,243.5,13.5,14767,0,0
1,3428,144,8761,0,0
1,99,10513.5,0,0,0
1,38,192,12192.5,0,0
1,12341,0,0,0,0
1,1926,613,5.5,472,9653.5
1,151.5,127,10130.5,0,0
1,213.5,5047.5,10326,0,0
1,399.5,10449.5,0,0,0
1,144,11945,0,0,0
1,241,11175.5,0,0,0
1,9749,0,0,0,0
1,199,13863.5,0,0,0
1,42.5,52,11765.5,0,0
1,84.5,12999.5,0,0,0
1,183.5,16644,0,0,0
1,36.5,15,190,12319.5,0
1,129,137,12217.5,0,0
1,16024,0,0,0,0
1,266,156.5,37.5,11999,0
1,151.5,146,16890,0,0
1,14,26,29.5,12.5,9.5
1,165,74.5,172,11873,0
1,44,4.5,0,0,0
1,184.5,13353,0,0,0
1,199.5,8442.5,0,0,0
1,174,12155,0,0,0
1,8.5,37.5,35.5,16.5,327.5
1,106,16936.5,0,0,0
1,201.5,96.5,290.5,9909,0
1,14,2,166,12624.5,0
1,24.5,62.5,84.5,9421,0
1,7796,0,0,0,0
1,128,34,372,55,83.5
1,94.5,13620,0,0,0
1,217,16486,0,0,0
1,117.5,17409.5,67,0,0
1,163,12732,0,0,0
1,186.5,14657,0,0,0
1,59.5,10293.5,0,0,0
1,181.5,8832,0,0,0
1,88,93,1195.5,389.5,16.5
1,195,15262.5,0,0,0
1,11,6,1909.5,5.5,442
1,87.5,19217,0,0,0
1,7114.5,0,0,0,0
1,9057,0,0,0,0
1,181,38.5,446.5,11901,0
1,213.5,19661,0,0,0
1,13980.5,0,0,0,0
1,248,14391.5,0,0,0
1,66.5,126,1260,61,25.5
1,150,10412.5,0,0,0
1,18.5,10516.5,0,0,0
1,9897,0,0,0,0
1,170.5,12941,0,0,0
1,22,10164,0,0,0
1,61,210.5,14747,0,0
1,124.5,27,18535,0,0
1,15,0.5,5.5,1177.5,12.5
1,178,16,339,138,162
1,280.5,359,314.5,127,9451.5
1,11,248,12194.5,0,0
1,14,129.5,10981,0,0
1,34.5,94.5,12138.5,0,0
1,99.5,4,39,93,49.5
1,165,12938.5,0,0,0
1,324,7974.5,0,0,0
1,64.5,77,43.5,15950.5,0
1,8543.5,0,0,0,0
1,150,9841,0,0,0
1,14144,0,0,0,0
1,0,5.5,3.5,5289,0
1,41.5,114,61.5,22.5,76
1,163.5,13196,0,0,0
1,338.5,17,15344.5,0,0
1,193.5,10232,0,0,0
1,59,28,11223,0,0
1,142,13818,0,0,0
1,8101,0,0,0,0
1,22,8645.5,0,0,0
1,178,12857.5,0,0,0
1,68.5,8.5,0,0,1.5
1,0,11.5,12111.5,0,0
1,205.5,11678.5,0,0,0
1,142,162,15906.5,0,0
1,256,12588,0,0,0
1,15260,0,0,0,0
1,2,44.5,145.5,14812,0
1,8481.5,0,0,0,0
1,88,13024.5,0,0,0
1,278,157,12729,0,0
1,70,12818,0,0,0
1,310.5,15402,0,0,0
1,128,11604.5,0,0,0
1,77,8299,0,0,0
1,9794,0,0,0,0
1,204,16744.5,0,0,0
1,165,2,31,12446,0
1,7,35.5,15,25,9442.5
1,63.5,9285.5,0,0,0
1,49.5,18102.5,0,0,0
1,7,12222.5,0,0,0
1,4,126.5,9605,0,0
1,13129.5,0,0,0,0
1,0,15518,0,0,0
1,7,8.5,17.5,49,99.5
1,1626,4,1472.5,14245.5,0
1,16092,0,0,0,0
1,467,11199,0,0,0
1,141,62.5,2,49,173
1,84.5,10065,0,0,0
1,27,8.5,64.5,81,30946
1,34,13198,0,0,0
1,635.5,199,13152.5,0,0
1,153.5,12709.5,0,0,0
1,141.5,171,12391,0,0
1,16581,0,0,0,0
1,3713.5,0,0,0,0
1,134.5,13347.5,0,0,0
1,14662,0,0,0,0
1,188.5,12667.5,0,0,0
1,176,14743.5,0,0,0
1,98.5,140,9732,0,0
1,15,131.5,27,280.5,63.5
1,127,14327,0,0,0
1,89,10001.5,0,0,0
1,177.5,10077.5,0,0,0
1,85,10604,0,0,0
1,228.5,8357.5,0,0,0
1,0,1016.5,5037.5,11443.5,0
1,177,9805.5,0,0,0
1,118,13689.5,0,0,0
1,145.5,71.5,16,16.5,5.5
1,156.5,15306,0,0,0
1,82.5,141.5,11995,0,0
1,139.5,9394.5,0,0,0
1,9,68,139,12615,0
1,186,11761.5,0,0,0
1,3,5,390.5,106.5,3726
1,36,289,16627,0,0
1,41,13645,0,0,0
1,13645,0,0,0,0
1,11194.5,0,0,0,0
1,141,313,171.5,12.5,10414.5
1,143,16710.5,0,0,0
1,280,2,16.5,5092,12854.5
1,25,55.5,10602.5,0,0
1,131.5,11421.5,0,0,0
1,238,17.5,14638.5,0,0
1,121.5,91.5,77.5,236.5,2
1,16858.5,0,0,0,0
1,12498,0,0,0,0
1,136.5,10505.5,0,0,0
1,216,6274.5,0,0,0
1,109,8294.5,0,0,0
1,165.5,12537,0,0,0
1,116,9956.5,0,0,0
1,235,14472,0,0,0
1,127.5,9071,0,0,0
1,16.5,31.5,31,15982,0
1,185.5,17427,0,0,0
1,211.5,9365,0,0,0
1,11.5,13751.5,0,0,0
1,1,4,8.5,8880,0
1,136.5,16430.5,0,0,0
1,33,92,4,2,12365
1,69.5,13257.5,0,0,0
1,15,174,9936,0,0
1,149,11991.5,0,0,0
1,95,110,9426.5,0,0
1,8251,0,0,0,0
1,2,10607.5,0,0,0
1,10929.5,0,0,0,0
1,171,9589,0,0,0
1,14.5,3.5,0,5270.5,11783.5
1,118.5,11204.5,0,0,0
1,5.5,154,11941,0,0
1,0,0,61,179,5276.5
1,275,7,40.5,14679.5,0
1,134,28.5,45,21.5,84
1,16,155,141,4,257.5
1,17.5,162,11350,0,0
1,100.5,171.5,11355,0,0
1,255,9816,0,0,0
1,197.5,9896,0,0,0
1,64.5,12.5,10289.5,0,0
1,35,12502,0,0,0
1,279,17.5,164.5,9784,0
1,151.5,8.5,15890.5,0,0
1,29.5,2,240.5,17.5,8.5
1,165.5,11472.5,0,0,0
1,177.5,9407.5,0,0,0
1,2,172.5,23,6,120.5
1,8.5,14.5,71,111,17.5
1,77,8212.5,0,0,0
1,12186,0,0,0,0
1,157.5,0,11.5,12403.5,0
1,71,6581.5,0,0,0
1,11989.5,0,0,0,0
1,113,53.5,137,12518,0
1,173,14538.5,0,0,0
1,0,2,7,2,11
1,253,13742.5,0,0,0
1,19,62.5,296,13727.5,0
1,179,14162.5,0,0,0
1,58.5,4,928,44.5,10833
1,180,12743.5,0,0,0
1,194.5,17,46.5,296.5,12119.5
1,94.5,88,12174.5,0,0
1,9086,0,0,0,0
1,110.5,8427.5,0,0,0
1,199.5,10276.5,0,0,0
1,84.5,79,8019.5,0,0
1,352,138.5,2,26,12
1,244,13482,0,0,0
1,43.5,6922.5,0,0,0
1,68,117.5,16.5,11178,0
1,48,14069.5,0,0,0
1,118,12449,0,0,0
1,464,133,163,16207,0
1,17.5,8818,0,0,0
1,135.5,1230,2326,11151.5,0
1,269.5,13795.5,0,0,0
1,131,13444,0,0,0
1,10015,0,0,0,0
1,15,171,141,15,12699.5
1,26,15416.5,0,0,0
1,144.5,11138,0,0,0
1,273.5,10389.5,0,0,0
1,385.5,11234,0,0,0
1,50.5,257,5.5,65,8894
1,96,23474,0,0,0
1,200.5,10895,0,0,0
1,274,9031,0,0,0
1,385.5,0,7781.5,0,0
1,13168,0,0,0,0
1,125.5,155,9244,0,0
1,11587.5,0,0,0,0
1,0,0.5,733,9,174.5
1,158,12301.5,0,0,0
1,88.5,11558,0,0,0
1,122.5,73,13354,0,0
1,118.5,16852,0,0,0
1,210.5,70.5,8.5,44.5,74.5
1,706.5,644.5,5.5,2,2965.5
1,43.5,10818.5,0,0,0
1,178.5,10829.5,0,0,0
1,11526.5,0,0,0,0
1,285,120,13129.5,0,0
1,70,9877.5,0,0,0
1,180.5,9868.5,0,0,0
1,369.5,11354,0,0,0
1,152,11647,0,0,0
1,224,73,9506,0,0
1,104,10928,0,0,0
1,157.5,110.5,64.5,13939,0
1,169.5,10943,0,0,0
1,99.5,7676.5,0,0,0
1,158.5,16688.5,0,0,0
1,61.5,31.5,2,8,378.5
1,6988.5,0,0,0,0
1,2.5,100,15031.5,0,0
1,69.5,11087.5,0,0,0
1,30,142,11885.5,0,0
1,165,11768,0,0,0
1,11.5,26,153,11740,0
1,108.5,100.5,15209.5,0,0
1,129.5,12496,0,0,0
1,192,23.5,19217.5,0,0
1,111.5,18041,0,0,0
1,8.5,5.5,47,2116,61
1,139.5,277,16939.5,0,0
1,235,36,12249.5,0,0
1,12055.5,0,0,0,0
1,29,334,230,5.5,5931
1,163.5,11059,0,0,0
1,149.5,10490,0,0,0
1,12567.5,0,0,0,0
1,22.5,122,8760,0,0
1,173,11676,0,0,0
1,152,6992,0,0,0
1,174,16.5,3389.5,0,0
1,13451,0,0,0,0
1,72,9011,0,0,0
1,268.5,12472,0,0,0
1,579,11853,0,0,0
1,5664,0,0,0,0
1,301,15946.5,0,0,0
1,102.5,163,9971,0,0
1,171,13797,0,0,0
1,201.5,10678.5,0,0,0
1,287.5,12365.5,0,0,0
1,27,200.5,15041.5,0,0
1,10410,0,0,0,0
1,139,35.5,168,131,119
1,203.5,14515.5,0,0,0
1,41.5,662,5665.5,11382,0
1,45,54.5,11046.5,0,0
1,103.5,113,12244,0,0
1,22.5,4,272.5,373,28.5
1,4,7720.5,0,0,0
1,100.5,13340.5,0,0,0
1,135.5,11382.5,0,0,0
1,9294,0,0,0,0
1,74.5,175.5,14069,0,0
1,162,97,11424,0,0
1,144.5,198,12262,0,0
1,11344.5,0,0,0,0
1,25,33,523,9877.5,0
1,203,14203,0,0,0
1,134,29.5,67,7384.5,0
1,280.5,41.5,22.5,55,10
1,4,9209,0,0,0
1,120,17886.5,0,0,0
